analysis_unit_id,readiness_disease_name,source_disease_name,disease_master_name,analysis_unit,analysis_unit_label,row_type,family,priority_prototype_status,master_tier,master_guild,master_livestock_amplified,master_key_host_vector,include_as_analysis_unit,modelling_scope_status,modelling_scope_reason,vectored_status,generalist_status,transmission_complexity,guild,host_sdm_needed,vector_sdm_needed,host_range_rule,vector_range_rule,range_limiting_layer,transmission_rule_review_status,transmission_rule_notes,host_candidate_rows,roster_host_rows,roster_vector_rows,host_role_evidence_rows,host_role_assignment_rows,direct_disease_vector_rows,direct_vector_confirmed_rows,direct_vector_probable_rows,direct_vector_candidate_rows,direct_vector_competence_joined_rows,direct_vector_transmission_yes_rows,direct_vector_natural_infection_yes_rows,roster_vectors_with_host_vector_evidence,roster_vectors_with_human_biting,genbank_country_rows,genbank_distinct_countries_or_territories,genbank_records_with_country,who_don_focal_country_rows,who_don_distinct_countries,who_don_distinct_records,has_substantive_host_role_evidence,has_substantive_vector_role_evidence,role_assignment_status,host_sdm_species_available,vector_sdm_species_available,host_sdm_projection_species_available,vector_sdm_projection_species_available,host_sdm_comparison_species_available,vector_sdm_comparison_species_available,has_direct_vector_evidence,direct_vector_evidence_status,country_evidence_status,sdm_availability_status,readiness_blocker,recommended_next_action,evidence_join_status,evidence_qa_join_status,evidence_qa_match_field,evidence_qa_matched_disease_name,direct_vector_join_status,direct_vector_match_field,direct_vector_matched_disease_name,genbank_join_status,genbank_match_field,genbank_matched_disease_name,who_don_join_status,who_don_match_field,who_don_matched_disease_name,sdm_join_status,sdm_match_field,sdm_matched_disease_name,pheic_risk,source_pathogen,source_previous_name,source_msl39_viral_name,is_priority_pathogen,is_prototype_pathogen,in_gibb_etal,in_empres_i,region_africa,region_americas,region_europe,region_mediterranean,region_se_asia,region_western_pacific,source_unit_scope,analysis_unit_rank,analysis_decision,decision_rule_trigger,transmission_context,human_infection_status,host_link_status,vector_data_status,amplifier_data_status,example_members,rationale,notes,master_row,preferred_match_source,matched_pathogen_names,matched_taxids,match_review_flag,shared_species_proxy_flag,match_review_notes,host_query_bucket,in_master_who,roster_taxonomy_caution_rows,host_role_evidence_substantive_rows,vector_role_evidence_rows,vector_role_evidence_substantive_rows,host_role_substantive_assignment_rows,vector_role_assignment_rows,vector_role_substantive_assignment_rows,direct_vector_species_or_taxa,direct_vector_competent_rows,direct_vector_mixed_competence_rows,direct_vector_not_competent_rows,direct_vector_unclear_competence_rows,direct_vector_taxonomy_review_needed_rows,who_don_high_confidence_rows,who_don_manual_review_rows,has_genbank_country_evidence,has_who_don_focal_evidence,has_any_role_evidence_or_assignment,pathogen_species_name,pathogen_species_name_source,pathogen_taxid,pathogen_taxid_source
master_47,Ross River virus,Ross River virus,Ross River virus,Ross River virus,Ross River virus,,Togaviridae,,2,E,FALSE,Aedes/Culex; macropod reservoir,yes,include,Included in current default modelling scope after transmission-rule review.,vectored,generalist,complex,mosquito_borne_arbovirus,optional,yes,host_sdm_low_value_generalist,include_known_vectors_review,mixed,reviewed,CDC/EID: mosquito-borne RRV with many vector species and many wild/domestic amplifying hosts; broad host SDMs low value.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,597,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,genbank_only,missing_required_vector_sdm,missing_direct_vector_evidence,curate_direct_vector_evidence,matched_primary_name,matched_primary_name,source_disease_name,Ross River virus,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Ross River virus,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Australian. ~5000 cases/yr,47,virion,alphavirus rossriver,11029; 3426314,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Alphavirus rossriver,matched_pathogen_names,11029; 3426314,matched_taxids:virion
master_48,Barmah Forest virus,Barmah Forest virus,Barmah Forest virus,Barmah Forest virus,Barmah Forest virus,,Togaviridae,,2,E,FALSE,Aedes/Culex,yes,include,Included in current default modelling scope after transmission-rule review.,vectored,host_group_generalist,complex,mosquito_borne_arbovirus,optional,yes,host_sdm_low_value_generalist,include_known_vectors_review,mixed,reviewed,Australian CDC/Queensland Health: mosquito-borne; marsupials and possibly humans can infect mosquitoes; no direct person-animal spread.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,119,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,genbank_only,missing_required_vector_sdm,missing_direct_vector_evidence,curate_direct_vector_evidence,matched_primary_name,matched_primary_name,source_disease_name,Barmah Forest virus,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Barmah Forest virus,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Australian companion to Ross River,48,virion,alphavirus barmah,11020; 3426294,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Alphavirus barmah,matched_pathogen_names,11020; 3426294,matched_taxids:virion
master_49,Bartonellosis,Bartonellosis,Bartonellosis,Bartonellosis,Bartonellosis,,Bartonella,,2,E,FALSE,Lutzomyia sand flies,yes,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,mixed_or_indirect,host_group_generalist,mixed,arthropod_borne_bacterial_aggregate,uncertain,uncertain,uncertain_review,include_known_vectors_review,not_model_ready,needs_review,"CDC/GOV.UK Bartonella: fleas, body lice, sand flies or flea-infested animals; aggregate row needs Bartonella species/vector split before SDMs.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1474,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,mixed_or_uncertain_review,genbank_only,sdm_not_required_or_not_model_ready,scope_not_include,review_or_defer_scope,matched_primary_name,matched_primary_name,source_disease_name,Bartonellosis,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Bartonellosis,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Peru/Ecuador/Colombia,49,clover,bartonella bacilliformis,774,FALSE,FALSE,,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Bartonella bacilliformis,matched_pathogen_names,774,matched_taxids:clover
master_50,Murine typhus,Murine typhus,Murine typhus,Murine typhus,Murine typhus,,Rickettsia,,2,A,FALSE,Xenopsylla cheopis (rat flea); Rattus,yes,include,Included in current default modelling scope after transmission-rule review.,vectored,restricted,complex,flea_borne_rodent_pathogen,yes,optional,include_reservoir_hosts_only,include_known_vectors_review,host_and_vector,reviewed,"CDC murine typhus: flea-borne R. typhi with rat and opossum/cat-flea cycles; include reservoir hosts, vector layer optional/reviewed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,2307,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,genbank_only,missing_required_host_sdm,missing_direct_vector_evidence,curate_direct_vector_evidence,matched_primary_name,matched_primary_name,source_disease_name,Murine typhus,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Murine typhus,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,A,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Flea-vectored. Cosmopolitan Rattus host,50,clover,rickettsia typhi,785,FALSE,FALSE,,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Rickettsia typhi,matched_pathogen_names,785,matched_taxids:clover
master_52,Bluetongue,Bluetongue,Bluetongue,Bluetongue,Bluetongue,,Reoviridae,,1,E,TRUE,Culicoides midges,yes,include,Included in current default modelling scope after transmission-rule review.,vectored,host_group_generalist,complex,livestock_amplified_vector_borne,yes,yes,include_livestock_hosts,include_competent_vectors,host_and_vector,reviewed,WOAH/MSD Vet Manual: BTV affects domestic/wild ruminants and is transmitted by competent Culicoides midges.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,78,12531,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,genbank_only,missing_required_host_sdm,missing_direct_vector_evidence,curate_direct_vector_evidence,matched_primary_name,matched_primary_name,source_disease_name,Bluetongue,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Bluetongue,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,"Best livestock addition. 19,467 records",52,virion,orbivirus caerulinguae,3431240; 40051,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Orbivirus caerulinguae,matched_pathogen_names,3431240; 40051,matched_taxids:virion
master_53,Rabies,Rabies,Rabies,Rabies,Rabies,,Lyssaviridae,,1,B,FALSE,Multiple wildlife reservoirs,yes,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,non_vectored,host_group_generalist,mixed,direct_contact_or_bite,optional,no,include_reservoir_hosts_only,no_vector,reservoir_host,needs_review,"WHO/UKHSA: saliva via bites/scratches; many mammals susceptible but maintenance reservoirs vary by rabies variant, so do not model all hosts.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,137,29033,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,not_expected_non_vectored,genbank_only,sdm_not_required_or_not_model_ready,scope_not_include,review_or_defer_scope,matched_primary_name,matched_primary_name,source_disease_name,Rabies,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Rabies,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,B,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,"3,788 records",53,virion,lyssavirus rabies,11292,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Lyssavirus rabies,matched_pathogen_names,11292,matched_taxids:virion
master_54,Lumpy skin disease,Lumpy skin disease,Lumpy skin disease,Lumpy skin disease,Lumpy skin disease,,Poxviridae,,1,E,TRUE,Culicoides/mosquitoes,yes,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,vectored,restricted,mixed,livestock_amplified_vector_borne,yes,optional,include_livestock_hosts,include_known_vectors_review,livestock_host,needs_review,"WOAH LSD: cattle/water-buffalo disease; blood-feeding arthropods predominate but exact vectors unresolved, so livestock layer primary and vectors review.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,2676,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,genbank_only,sdm_not_required_or_not_model_ready,scope_not_include,review_or_defer_scope,matched_primary_name,matched_primary_name,source_disease_name,Lumpy skin disease,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Lumpy skin disease,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,"5,296 records. Partly trade-mediated",54,virion,capripoxvirus lumpyskinpox,3427718; 59509,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Capripoxvirus lumpyskinpox,matched_pathogen_names,3427718; 59509,matched_taxids:virion
master_55,Epizootic haemorrhagic disease,Epizootic haemorrhagic disease,Epizootic haemorrhagic disease,Epizootic haemorrhagic disease,Epizootic haemorrhagic disease,,Reoviridae,,1,E,FALSE,Culicoides; wild deer,yes,include,Included in current default modelling scope after transmission-rule review.,vectored,host_group_generalist,complex,livestock_amplified_vector_borne,yes,yes,include_primary_amplifying_host_group,include_competent_vectors,host_and_vector,reviewed,"WOAH/Pirbright: EHDV transmitted among ruminants by Culicoides; white-tailed deer severely affected, cattle can be infected.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,1879,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,genbank_only,missing_required_host_sdm,missing_direct_vector_evidence,curate_direct_vector_evidence,matched_primary_name,matched_primary_name,source_disease_name,Epizootic haemorrhagic disease,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Epizootic haemorrhagic disease,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,383 records,55,virion,orbivirus ruminantium,3431252; 40054,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Orbivirus ruminantium,matched_pathogen_names,3431252; 40054,matched_taxids:virion
master_56,African horse sickness,African horse sickness,African horse sickness,African horse sickness,African horse sickness,,Reoviridae,,1/2,E,FALSE,Culicoides midges,yes,include,Included in current default modelling scope after transmission-rule review.,vectored,restricted,complex,livestock_amplified_vector_borne,yes,yes,include_livestock_hosts,include_competent_vectors,host_and_vector,reviewed,WOAH/Pirbright: non-contagious equid disease transmitted biologically by Culicoides spp.; not zoonotic.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,2747,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,genbank_only,missing_required_host_sdm,missing_direct_vector_evidence,curate_direct_vector_evidence,matched_primary_name,matched_primary_name,source_disease_name,African horse sickness,unmatched_no_evidence,,,matched_primary_name,source_disease_name,African horse sickness,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,237 records,56,virion,orbivirus alphaequi,40050,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Orbivirus alphaequi,matched_pathogen_names,40050,matched_taxids:virion
master_57,Vesicular stomatitis,Vesicular stomatitis,Vesicular stomatitis,Vesicular stomatitis Indiana virus,VSIV,split_candidate,Rhabdoviridae,prototype,1/2,E,FALSE,Sand flies/mosquitoes; wildlife,yes_existing_who,defer_broad_or_aggregate_unit,Source pathogen Genus Vesiculovirus is a broad genus/subgenus scope that has been deferred in later role/modelling work; retain rules for audit only.,mixed_or_indirect,restricted,mixed,livestock_amplified_vector_borne,yes,optional,include_livestock_hosts,include_known_vectors_review,mixed,reviewed,WOAH/MSD Vet Manual/APHIS: mainly horses/cattle; biting flies/midges and direct contact can transmit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,mixed_or_uncertain_review,no_country_evidence,sdm_not_required_or_not_model_ready,scope_not_include,review_or_defer_scope,unmatched_no_evidence,unmatched_no_evidence,,,unmatched_no_evidence,,,unmatched_no_evidence,,,unmatched_no_evidence,,,unmatched_no_evidence,,,Low,Genus Vesiculovirus,Genus Vesiculovirus,Genus Vesiculovirus,FALSE,TRUE,FALSE,TRUE,prototype,prototype,prototype,prototype,prototype,prototype,broad_genus,species,keep,clear_human_infection_and_vector_data,vector_associated_or_mixed,yes,yes,yes,yes,,"Clear zoonotic vesiculovirus with host, vector, and amplifier relevance.",Retained as a distinct analysis unit rather than folded into the broader vesiculovirus placeholder.,57,,,,FALSE,FALSE,,unmatched,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,,unresolved_or_aggregate,11276,virion_taxid:msl39_viral_name; virion_taxid:previous_name
master_58,Trypanosomosis (tsetse),Trypanosomosis (tsetse),Trypanosomosis (tsetse),Trypanosomosis (tsetse),Trypanosomosis (tsetse),,Trypanosoma,,2/3,E,TRUE,Glossina (tsetse),review,review_before_modelling,Analysis unit is still marked review; do not use as default modelling scope until resolved.,vectored,host_group_generalist,complex,tsetse_borne_parasite,yes,yes,include_primary_amplifying_host_group,include_competent_vectors,host_and_vector,needs_review,"WHO/WOAH: Trypanosoma transmitted cyclically by tsetse; reservoirs include humans, domestic and wild animals; aggregate needs species split.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,no_country_evidence,sdm_not_required_or_not_model_ready,scope_not_include,review_or_defer_scope,unmatched_no_evidence,unmatched_no_evidence,,,unmatched_no_evidence,,,unmatched_no_evidence,,,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,9 EMPRES-i records. Livestock key host,58,,,,FALSE,FALSE,,manual_review,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,,unresolved_or_aggregate,,unresolved
master_59,Theileriosis,Theileriosis,Theileriosis,Theileriosis,Theileriosis,,Theileria,,2,E,TRUE,Rhipicephalus/Hyalomma ticks,review,review_before_modelling,Analysis unit is still marked review; do not use as default modelling scope until resolved.,vectored,host_group_generalist,complex,tick_borne_pathogen,yes,yes,include_livestock_hosts,include_competent_vectors,host_and_vector,needs_review,WOAH/MSD Vet Manual: tick-borne Theileria spp.; cattle/buffalo/yak hosts and vectors differ by species.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,no_country_evidence,sdm_not_required_or_not_model_ready,scope_not_include,review_or_defer_scope,unmatched_no_evidence,unmatched_no_evidence,,,unmatched_no_evidence,,,unmatched_no_evidence,,,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Not in EMPRES-i. Check other sources,59,,,,FALSE,FALSE,,manual_review,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,,unresolved_or_aggregate,,unresolved
master_60,Tularemia,Tularemia,Tularemia,Tularemia,Tularemia,,Francisella,,1/2,E,FALSE,Ticks; lagomorphs/rodents,yes,include,Included in current default modelling scope after transmission-rule review.,mixed_or_indirect,generalist,mixed,mixed_vector_environmental_zoonosis,optional,optional,include_reservoir_hosts_only,include_known_vectors_review,mixed,reviewed,"CDC tularemia: ticks/deer flies, animal contact, contaminated water and aerosols all matter; rabbits/hares/rodents are useful context, not sole limiter.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,mixed_or_uncertain_review,who_don_only,optional_sdms_missing,missing_direct_vector_evidence,curate_direct_vector_evidence,matched_primary_name,matched_primary_name,source_disease_name,Tularemia,unmatched_no_evidence,,,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Tularemia,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,60,clover,francisella tularensis,263,FALSE,FALSE,,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,TRUE,FALSE,Francisella tularensis,matched_pathogen_names,263,matched_taxids:clover
master_61,Leishmaniasis,Leishmaniasis,Leishmaniasis,Leishmaniasis,Leishmaniasis,,Leishmania,,1/2,E,FALSE,Sand flies (Phlebotomus/Lutzomyia),review,review_before_modelling,Analysis unit is still marked review; do not use as default modelling scope until resolved.,vectored,host_group_generalist,complex,sandfly_borne_parasite,yes,yes,include_reservoir_hosts_only,include_competent_vectors,host_and_vector,needs_review,"WHO/ECDC: Leishmania transmitted by female phlebotomine sand flies; about 70 animal species can be sources, so species-level review needed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,who_don_only,sdm_not_required_or_not_model_ready,scope_not_include,review_or_defer_scope,matched_primary_name,matched_primary_name,source_disease_name,Leishmaniasis,unmatched_no_evidence,,,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Leishmaniasis,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,,61,,,,FALSE,FALSE,,manual_review,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,FALSE,TRUE,FALSE,,unresolved_or_aggregate,,unresolved
master_62,Q fever,Q fever,Q fever,Q fever,Q fever,,Coxiella,,1/2,E,TRUE,Ticks; wildlife reservoir,yes,include,Included in current default modelling scope after transmission-rule review.,non_vectored,generalist,mixed,livestock_primary_non_vectored,yes,no,include_livestock_hosts,no_vector,livestock_host,reviewed,CDC/WOAH Q fever: goats/sheep/cattle and contaminated aerosols are primary for humans; ticks may maintain animal cycles but no default vector SDM.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,11284,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,not_expected_non_vectored,genbank_only,missing_required_host_sdm,missing_required_host_sdm,find_or_build_host_sdm,matched_primary_name,matched_primary_name,source_disease_name,Q fever,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Q fever,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Livestock amplify environmental contamination,62,clover,coxiella burnetii,777,FALSE,FALSE,,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Coxiella burnetii,matched_pathogen_names,777,matched_taxids:clover
master_63,Schmallenberg,Schmallenberg,Schmallenberg,Schmallenberg,Schmallenberg,,Peribunyaviridae,,1,E,TRUE,Culicoides midges,yes,include,Included in current default modelling scope after transmission-rule review.,vectored,host_group_generalist,complex,livestock_amplified_vector_borne,yes,yes,include_livestock_hosts,include_competent_vectors,host_and_vector,reviewed,WOAH/Merck/AHDB: ruminant disease transmitted by Culicoides biting midges with in-utero effects.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,509,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,conceptual_vectored_no_direct_vector_evidence,genbank_only,missing_required_host_sdm,missing_direct_vector_evidence,curate_direct_vector_evidence,matched_primary_name,matched_primary_name,source_disease_name,Schmallenberg,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Schmallenberg,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,livestock_amplifier_flag_from_master_list,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,Recent European emergence,63,virion,orthobunyavirus schmallenbergense,159141; 159150; 3052437,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Orthobunyavirus schmallenbergense,matched_pathogen_names,159141; 159150; 3052437,matched_taxids:virion
master_65,Sin Nombre,Sin Nombre,Sin Nombre,Sin Nombre,Sin Nombre,,Hantaviridae,,1/2,A,FALSE,Peromyscus maniculatus,yes,include,Included in current default modelling scope after transmission-rule review.,non_vectored,specialist,simple,rodent_reservoir_direct_or_environmental,yes,no,include_reservoir_hosts_only,no_vector,reservoir_host,reviewed,CDC/EID: deer mouse Peromyscus maniculatus reservoir; human infection via aerosolised rodent excreta; no vector.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,302,0,0,0,FALSE,FALSE,no_role_evidence_or_assignment,0,0,0,0,0,0,FALSE,not_expected_non_vectored,genbank_only,missing_required_host_sdm,missing_required_host_sdm,find_or_build_host_sdm,matched_primary_name,unmatched_no_evidence,,,unmatched_no_evidence,,,matched_primary_name,source_disease_name,Sin Nombre,unmatched_no_evidence,,,unmatched_no_evidence,,,,,,,,,,,,,,,,,disease_level_review,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,A,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,23 Atlas points,65,virion,orthohantavirus sinnombreense,3052499; 44755,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,FALSE,FALSE,Orthohantavirus sinnombreense,matched_pathogen_names,3052499; 44755,matched_taxids:virion
