row_type,family,pheic_risk,source_pathogen,source_previous_name,source_msl39_viral_name,source_disease_name,is_priority_pathogen,is_prototype_pathogen,in_gibb_etal,in_empres_i,priority_prototype_status,region_africa,region_americas,region_europe,region_mediterranean,region_se_asia,region_western_pacific,source_unit_scope,analysis_unit,analysis_unit_label,analysis_unit_rank,analysis_decision,decision_rule_trigger,transmission_context,human_infection_status,host_link_status,vector_data_status,amplifier_data_status,example_members,rationale,notes,vectored_status,generalist_status,transmission_complexity,guild,host_sdm_needed,vector_sdm_needed,host_range_rule,vector_range_rule,range_limiting_layer,transmission_rule_notes,transmission_rule_review_status,modelling_scope_status,modelling_scope_reason,analysis_unit_id,master_row,disease_master_name,master_tier,master_guild,master_livestock_amplified,master_key_host_vector,include_as_analysis_unit,preferred_match_source,matched_pathogen_names,matched_taxids,match_review_flag,shared_species_proxy_flag,match_review_notes,host_query_bucket
,Lyssaviridae,,,,,Irkut,,,,,,,,,,,,disease_level_review,Irkut,Irkut,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,B,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,5 points,non_vectored,restricted,simple,bat_reservoir_spillover,yes,no,include_reservoir_hosts_only,no_vector,reservoir_host,"Lyssavirus reviews: IRKV is bat-borne, isolated from Murina bats; fatal human spillover after bat bite reported; sparse data.",needs_review,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,master_76,76,Irkut,3,B,FALSE,Murina leucogaster (bat),yes,virion,lyssavirus irkut,249583,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Lyssaviridae,,,,,Bokeloh bat lyssavirus,,,,,,,,,,,,disease_level_review,Bokeloh bat lyssavirus,Bokeloh bat lyssavirus,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,B,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,2 points,non_vectored,specialist,simple,bat_reservoir_spillover,yes,no,include_reservoir_hosts_only,no_vector,reservoir_host,WHO Rabies Bulletin/CDC EID: BBLV isolated from Natterer's bats in Germany/France; human risk plausible but limited evidence.,needs_review,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,master_77,77,Bokeloh bat lyssavirus,3,B,FALSE,Myotis nattereri,yes,virion,lyssavirus bokeloh,1072176,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Lyssaviridae,,,,,Duvenhage,,,,,,,,,,,,disease_level_review,Duvenhage,Duvenhage,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,B,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,1 point,non_vectored,restricted,simple,bat_reservoir_spillover,yes,no,include_reservoir_hosts_only,no_vector,reservoir_host,CDC EID/lyssavirus reviews: African bat lyssavirus with rare fatal human infections after bat contact; reservoir bat layer primary.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_78,78,Duvenhage,3,B,FALSE,Insectivorous bats,yes,virion,lyssavirus duvenhage,38767,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Lyssaviridae,,,,,Australian bat lyssavirus,,,,,,,,,,,,disease_level_review,Australian bat lyssavirus,Australian bat lyssavirus,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,B,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,1 point,non_vectored,restricted,simple,bat_reservoir_spillover,yes,no,include_reservoir_hosts_only,no_vector,reservoir_host,NSW Health/Wildlife Health Australia: Australian bats are natural reservoirs; human cases after bites/scratches.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_79,79,Australian bat lyssavirus,3,B,FALSE,Pteropus/Saccolaimus,yes,virion,lyssavirus australis,90961,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Flaviviridae,,,,,Alkhurma,,,,,,,,,,,,disease_level_review,Alkhurma,Alkhurma,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,8 points,mixed_or_indirect,restricted,mixed,tick_borne_pathogen,optional,yes,include_livestock_hosts,include_known_vectors_review,mixed,"CDC/EID Alkhurma: risk from tick bites and camel/livestock contact; reservoir and route evidence remain incomplete, so mixed layer needs review.",needs_review,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,master_81,81,Alkhurma,2,E,FALSE,Ornithodoros/Hyalomma ticks,yes,virion,orthoflavivirus kyasanurense,3048170; 33743,TRUE,TRUE,Taxonomic species shared with Kyasanur Forest disease virus; do not treat this as Alkhumra-specific host evidence without review.,shared_species_proxy_review
,Flaviviridae,,,,,Kyasanur Forest disease,,,,,,,,,,,,disease_level_review,Kyasanur Forest disease,Kyasanur Forest disease,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,3 points,vectored,host_group_generalist,mixed,tick_borne_pathogen,optional,yes,include_reservoir_hosts_only,include_competent_vectors,host_and_vector,"CDC/CEH KFD: Haemaphysalis tick-borne; rodents/shrews/monkeys involved and animal contact routes minor, so host+vector rule retained.",reviewed,include,Included in current default modelling scope after transmission-rule review.,master_82,82,Kyasanur Forest disease,3,E,FALSE,Haemaphysalis ticks,yes,virion,orthoflavivirus kyasanurense,3048170; 33743,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Flaviviridae,,,,,Omsk HF,,,,,,,,,,,,disease_level_review,Omsk HF,Omsk HF,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,4 points,vectored,restricted,mixed,tick_borne_pathogen,yes,yes,include_reservoir_hosts_only,include_competent_vectors,host_and_vector,CDC OHF: tick-borne with additional exposure from infected rodents such as muskrats/water voles; retain host+vector processing.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_83,83,Omsk HF,3,E,FALSE,Dermacentor ticks; muskrat,yes,virion,orthoflavivirus omskense,12542; 3048233,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Reoviridae,,,,,Colorado tick fever,,,,,,,,,,,,disease_level_review,Colorado tick fever,Colorado tick fever,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,14 points,vectored,restricted,complex,tick_borne_pathogen,optional,yes,include_reservoir_hosts_only,vector_sdm_primary_limiter,vector,"CDC: D. andersoni tick; virus circulates between ticks and small rodents such as squirrels, chipmunks and mice.",reviewed,include,Included in current default modelling scope after transmission-rule review.,master_84,84,Colorado tick fever,2,E,FALSE,Dermacentor andersoni,yes,virion,coltivirus dermacentoris,2748762; 3428066,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Babesia,,,,,Babesia microti,,,,,,,,,,,,disease_level_review,Babesia microti,Babesia microti,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,9 points,vectored,restricted,complex,tick_borne_pathogen,yes,yes,include_reservoir_hosts_only,include_competent_vectors,host_and_vector,CDC/CDC EID: B. microti transmitted by Ixodes; white-footed mouse is key competent reservoir in North America.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_85,85,Babesia microti,2,E,FALSE,Ixodes ticks,yes,clover,babesia microti,5868,FALSE,FALSE,,default_clean
,Ehrlichia,,,,,Ehrlichia chaffeensis,,,,,,,,,,,,disease_level_review,Ehrlichia chaffeensis,Ehrlichia chaffeensis,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,13 points,vectored,restricted,complex,tick_borne_pathogen,yes,yes,include_reservoir_hosts_only,include_competent_vectors,host_and_vector,CDC EID/PubMed: lone star tick vector; white-tailed deer known reservoir host for E. chaffeensis.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_86,86,Ehrlichia chaffeensis,2,E,FALSE,Amblyomma americanum,yes,clover,ehrlichia chaffeensis,945,FALSE,FALSE,,default_clean
,Rickettsia,,,,,Rickettsia conorii indica,,,,,,,,,,,,disease_level_review,Rickettsia conorii indica,Rickettsia conorii indica,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,19 points,vectored,restricted,complex,tick_borne_pathogen,optional,yes,include_reservoir_hosts_only,include_known_vectors_review,host_and_vector,"CDC EID/Yellow Book: Indian tick typhus is tick-borne R. conorii indica; likely brown-dog-tick cycle, but host/vector evidence sparse.",needs_review,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,master_87,87,Rickettsia conorii indica,2,E,FALSE,Rhipicephalus ticks,yes,clover,rickettsia conorii,781,TRUE,FALSE,CLOVER local match is at parent species level.,match_review
,Peribunyaviridae,,,,,Apeu,,,,,,,,,,,,disease_level_review,Apeu,Apeu,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,12 points,vectored,uncertain,uncertain,mosquito_borne_arbovirus,uncertain,uncertain,uncertain_review,uncertain_review,not_model_ready,"Orthobunyavirus reviews: Apeu/group C viruses are mosquito-associated, but competent vectors and reservoir hosts for this unit are poorly resolved.",insufficient_evidence,review_before_modelling,Analysis unit is still marked review; do not use as default modelling scope until resolved.,master_89,89,Apeu,2,E,FALSE,Culex mosquitoes,review,,,,FALSE,FALSE,,manual_review
,Togaviridae,,,,,Barmah Forest,,,,,,,,,,,,disease_level_review,Barmah Forest,Barmah Forest,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,5 points. Australia,vectored,host_group_generalist,complex,mosquito_borne_arbovirus,optional,yes,host_sdm_low_value_generalist,include_known_vectors_review,mixed,Australian CDC/Healthdirect: mosquito-borne Barmah Forest virus; animal reservoirs likely marsupials; no direct animal-human spread without mosquitoes.,reviewed,exclude_hold,Duplicate label of master_48 Barmah Forest virus; retain as alias only and exclude from default modelling scope.,master_90,90,Barmah Forest,2,E,FALSE,Culex/Aedes,hold,,,,FALSE,FALSE,,hold
,Flaviviridae,,,,,Murray Valley encephalitis,,,,,,,,,,,,disease_level_review,Murray Valley encephalitis,Murray Valley encephalitis,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,5 points,vectored,host_group_generalist,complex,mosquito_borne_arbovirus,optional,yes,host_sdm_low_value_generalist,vector_sdm_primary_limiter,vector,Australian CDC: MVEV spread by mosquitoes after feeding on infected waterbirds; no person-to-person transmission.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_91,91,Murray Valley encephalitis,2,E,FALSE,Culex annulirostris; waterbirds,yes,virion,orthoflavivirus murrayense,11079; 3048215,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Flaviviridae,,,,,Rocio,,,,,,,,,,,,disease_level_review,Rocio,Rocio,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,4 points,vectored,uncertain,complex,mosquito_borne_arbovirus,uncertain,uncertain,uncertain_review,uncertain_review,not_model_ready,"Rocio reviews: mosquito-borne flavivirus, but enzootic hosts/vectors remain insufficiently defined for default SDM processing.",insufficient_evidence,review_before_modelling,Transmission rule pass marked insufficient_evidence; not model-ready by default.,master_92,92,Rocio,3,E,FALSE,Psorophora/Aedes,yes,virion,orthoflavivirus ilheusense,3052466; 59563,TRUE,TRUE,Taxonomic species shared with Ilheus virus; do not treat this as Rocio-specific host evidence without review.; Local CLOVER match at the Ilheus virus/species proxy level; do not treat this as Rocio-specific host evidence without review.,shared_species_proxy_review
,Togaviridae,,,,,Everglades,,,,,,,,,,,,disease_level_review,Everglades,Everglades,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,1 point,vectored,restricted,complex,mosquito_borne_arbovirus,yes,yes,include_reservoir_hosts_only,include_competent_vectors,host_and_vector,"EVEV review/Frontiers: Culex cedecei confirmed vector; sylvatic rodent cycle in Florida Everglades, underrecognised disease.",needs_review,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,master_93,93,Everglades,3,E,FALSE,Culex; rodents,yes,virion,alphavirus everglades,2083198,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
,Nematoda,,,,,Baylisascaris procyonis,,,,,,,,,,,,disease_level_review,Baylisascaris procyonis,Baylisascaris procyonis,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,B,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,11 points,non_vectored,specialist,complex,environmental_spore_or_soil,yes,no,include_reservoir_hosts_only,no_vector,mixed,CDC Baylisascaris: raccoon roundworm eggs shed in faeces become infective in soil/objects; combine raccoon reservoir and environmental exposure.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_95,95,Baylisascaris procyonis,2,B,FALSE,Procyon lotor (raccoon),yes,clover,baylisascaris procyonis,6259,FALSE,FALSE,,default_clean
,Leishmania,,,,,Leishmania aethiopica,,,,,,,,,,,,disease_level_review,Leishmania aethiopica,Leishmania aethiopica,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,10 points,vectored,restricted,complex,sandfly_borne_parasite,yes,yes,include_reservoir_hosts_only,include_competent_vectors,host_and_vector,Ethiopia studies/reviews: L. aethiopica transmitted by Phlebotomus longipes/pedifer; rock/bush hyrax reservoirs.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_96,96,Leishmania aethiopica,2,E,FALSE,Phlebotomus; rock hyrax,yes,clover,leishmania aethiopica,5667,FALSE,FALSE,,default_clean
,Borrelia,,,,,Borrelia hermsii,,,,,,,,,,,,disease_level_review,Borrelia hermsii,Borrelia hermsii,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,E,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,8 points. Relapsing fever,vectored,restricted,complex,tick_borne_pathogen,yes,yes,include_reservoir_hosts_only,include_competent_vectors,host_and_vector,CDC/EID: soft tick relapsing fever; B. hermsii is rodent-associated and transmitted by Ornithodoros hermsi.,reviewed,include,Included in current default modelling scope after transmission-rule review.,master_97,97,Borrelia hermsii,2,E,FALSE,Ornithodoros ticks; rodents,yes,clover,borrelia hermsii,140,FALSE,FALSE,,default_clean
,Paramyxoviridae,,,,,Menangle,,,,,,,,,,,,disease_level_review,Menangle,Menangle,disease_or_syndrome_review,review_name_resolution,master_list_new_or_unmatched,B,,,,unknown,,Disease appears in the disease master list but has not yet been resolved to a curated pathogen analysis unit.,1 point,non_vectored,restricted,mixed,bat_reservoir_spillover,yes,no,include_reservoir_and_amplifying_hosts,no_vector,mixed,JGV/CFSPH/SHIC Menangle: Pteropus bats are reservoir/source and pigs can transmit experimentally; rare human infections followed pig exposure.,needs_review,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,master_98,98,Menangle,3,B,FALSE,Pteropus bats,yes,virion,pararubulavirus menangleense,3052599,FALSE,FALSE,ICTV/NCBI-style species name used in local VIRION taxonomy.,default_clean
manual_addition,Orthomyxoviridae,High,Alphainfluenzavirus influenzae (H7N9),Influenza A,Alphainfluenzavirus influenzae,Influenza (H7N9 avian influenza),TRUE,FALSE,FALSE,FALSE,priority,none,none,none,none,none,none,subtype_level,Alphainfluenzavirus influenzae (H7N9),Influenza A (H7N9),subtype,keep,manual_addition_from_decision_framework,host_linked_non_vector,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Added as an active influenza analysis unit following the decision to keep H5N1 and add H7N9 while dropping the other current influenza subtype rows.,Manual addition requested in the decision framework even though H7N9 is not present as a source row in the current WHO zoonotic shortlist.,non_vectored,host_group_generalist,mixed,avian_reservoir_non_vectored,yes,no,include_livestock_hosts,no_vector,livestock_host,WHO/ECDC: human H7N9 cases linked mainly to live poultry/contaminated market environments; sustained human transmission not reported.,reviewed,include,Included in current default modelling scope after transmission-rule review.,who_18,,,,,,,yes_existing_who,,,,FALSE,FALSE,,who_only_needs_master_match
source_row,Filoviridae,High,Orthoebolavirus sudanense,Sudan ebolavirus,Orthoebolavirus sudanense,Sudan virus disease (Ebola virus disease),TRUE,FALSE,TRUE,FALSE,priority,priority,none,none,priority,none,none,specific_unit,Orthoebolavirus sudanense,Sudan ebolavirus,species_or_equivalent,keep,specific_source_row,host_linked_non_vector,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Specific zoonotic source row retained as the current analysis unit.,,non_vectored,restricted,complex,bat_reservoir_spillover,optional,no,include_reservoir_hosts_only,no_vector,mixed,WHO/GOV.UK/Sabin: Sudan ebolavirus transmitted from infected animals including fruit bats and by human bodily fluids; reservoir evidence limited.,needs_review,review_before_modelling,Transmission rule pass marked this row needs_review; use only after manual review.,who_37,,,,,,,yes_existing_who,,,,FALSE,FALSE,,who_only_needs_master_match
source_row,Hantaviridae,High,Orthohantavirus hantanense,Hantaan orthohantavirus,Orthohantavirus hantanense,Hemorrhagic fever with renal syndrome (Hantaan virus),TRUE,FALSE,TRUE,FALSE,priority,none,none,priority,none,none,priority,specific_unit,Orthohantavirus hantanense,Hantaan orthohantavirus,species_or_equivalent,keep,specific_source_row,host_linked_non_vector,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Specific zoonotic source row retained as the current analysis unit.,,non_vectored,specialist,simple,rodent_reservoir_direct_or_environmental,yes,no,include_reservoir_hosts_only,no_vector,reservoir_host,CDC/PMC: Hantaan virus/HFRS linked primarily to striped field mouse Apodemus agrarius; exposure to rodent excreta.,reviewed,include,Included in current default modelling scope after transmission-rule review.,who_8,,,,,,,yes_existing_who,,,,FALSE,FALSE,,who_only_needs_master_match
source_row,Spinareoviridae,Low,Orthoreovirus mammalis,Mammalian orthoreovirus,Orthoreovirus mammalis,Reovirus infection (usually mild),FALSE,TRUE,FALSE,FALSE,prototype,prototype,prototype,prototype,prototype,prototype,prototype,broad_species_group,Orthoreovirus mammalis,Mammalian orthoreovirus,species_group,review_split_needed,mixed_species_group,host_linked_non_vector,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Broad mixed-unit row kept for now but flagged as too coarse for final ecological analysis.,,non_vectored,generalist,uncertain,direct_or_environmental_non_vectored,no,no,host_sdm_low_value_generalist,no_vector,not_model_ready,MRV reviews/CDC EID: mammalian orthoreoviruses infect broad mammals with respiratory/enteric links; range-defining host layer unclear.,insufficient_evidence,review_before_modelling,Analysis unit is still marked review; do not use as default modelling scope until resolved.,who_30,,,,,,,review,,,,FALSE,FALSE,,who_only_needs_master_match
source_row,Bacteria,High,Salmonella enterica non typhoidal serovars,,,Non-typhoidal salmonellosis,TRUE,FALSE,FALSE,FALSE,priority,priority,priority,priority,priority,priority,priority,broad_serovar_group,Salmonella enterica non typhoidal serovars,Salmonella enterica non typhoidal serovars,serovar_group,review_split_needed,broad_serovar_group,host_linked_non_vector,yes,yes_or_expected_from_source,not_central_or_unknown,unknown,,Broad serovar group kept for now but flagged as too coarse for final ecological analysis.,,non_vectored,generalist,mixed,food_waterborne,optional,no,host_sdm_low_value_generalist,no_vector,human_exposure,"WHO/CDC NTS: broad domestic/wild animal reservoir; human disease mainly foodborne or animal-contact, so host SDMs are low-value context layers.",reviewed,review_before_modelling,Analysis unit is still marked review; do not use as default modelling scope until resolved.,who_27,,,,,,,review,,,,FALSE,FALSE,,who_only_needs_master_match
